"id","name","type","platform","genres","developer","publisher","release_date","release_precision","release_year","release_month","release_day","main_story_polled","main_story","main_plus_sides_polled","main_plus_sides","completionist_polled","completionist","all_styles_polled","all_styles","single_player_polled","single_player","co_op_polled","co_op","versus_polled","versus"
"193","Actua Soccer","sports","PC, PlayStation","Sports","Gremlin Interactive","Gremlin Interactive, Interplay Productions","1995-00-00","day","1995","0","0","","","","","1","16.25","1","16.25","","","","","",""
"194","Actua Soccer: Club Edition","sports","PlayStation","Sports","Gremlin Interactive","Gremlin Interactive","1996-00-00","day","1996","0","0","","","1","6.0","1","21.25","2","13.62","","","","","",""
"196","Actual Sunlight","game","PC, PlayStation Vita","Adventure","Will O'Neill","Will O'Neill","2014-04-03","day","2014","4","3","72","1.25","10","1.27","86","1.41","168","1.33","72","1.25","","","",""
"197","Adagio","game","Browser, PC","Text, Visual Novel","17","17","2004-08-20","day","2004","8","20","","","","","1","0.11","1","0.11","","","","","",""
"198","Adam's Venture - Episode 1: The Search for the Lost Garden","game","PC","Action, Adventure, Real-Time, Third-Person","Vertigo Digital Entertainment","Iceberg Interactive","2009-10-02","day","2009","10","2","25","1.64","7","1.82","22","2.24","54","1.85","25","1.64","","","",""
"199","Adam's Venture - Episode 2: Solomon's Secret","game","PC, PlayStation 3","Adventure","Vertigo Digital Entertainment","Iceberg Interactive","2010-01-00","day","2010","1","0","12","2.22","3","2.59","11","2.76","26","2.49","12","2.22","","","",""
"200","Adam's Venture - Episode 3: Revelations","game","PC, PlayStation 3","Adventure","Vertigo Games","Iceberg Interactive","2012-03-09","day","2012","3","9","9","1.94","1","2.35","12","2.39","22","2.15","9","1.94","","","",""
"201","Addams Family Values","game","Sega Mega Drive/Genesis, Super Nintendo","Action, Role-Playing, Top-Down","Ocean Software","Ocean Software","1995-02-00","day","1995","2","0","5","8.02","","","","","5","8.02","5","8.02","","","",""
"203","Advance Guardian Heroes","game","Game Boy Advance","Fighting Action","Treasure","Treasure, Ubisoft","2004-09-14","day","2004","9","14","9","2.93","","","","","9","2.93","9","2.93","","","",""
"204","Advance Wars","game","Game Boy Advance","Strategy/Tactical, Top-Down, Turn-Based","Intelligent Systems","Nintendo","2001-09-10","day","2001","9","10","165","15.51","54","21.29","9","33.76","228","17.53","165","15.51","","","2","16.0"
"205","Advance Wars 2: Black Hole Rising","game","Game Boy Advance","Strategy/Tactical, Top-Down, Turn-Based","Intelligent Systems","Nintendo","2003-06-23","day","2003","6","23","59","27.69","27","36.5","6","87.47","92","32.41","59","27.69","","","3","13.83"
"206","Advance Wars: Days of Ruin","game","Nintendo DS","Turn-Based","Intelligent Systems","Nintendo","2008-01-21","day","2008","1","21","54","20.52","28","34.24","3","68.17","85","25.47","54","20.52","","","",""
"207","Advance Wars: Dual Strike","game","Nintendo DS","Turn-Based","Intelligent Systems","Nintendo","2005-06-23","day","2005","6","23","56","23.99","28","49.4","4","177.1","88","35.29","56","23.99","","","",""
"208","Advanced Dungeons & Dragons: Heroes of the Lance","game","NES, PC, Sega Master System","Role-Playing","U.S. Gold","Strategic Simulations, U.S. Gold, Pony Canyon","1988-00-00","day","1988","0","0","8","2.1","5","2.62","2","3.36","15","2.35","8","2.1","","","",""
"209","Advanced Dungeons & Dragons: Slayer","game","3DO","Action, Role-Playing","Lion Entertainment","Strategic Designs","1994-00-00","day","1994","0","0","","","1","4.8","","","1","4.8","","","","","",""
"210","Advent Rising","game","PC, Xbox","Action Adventure, Third-Person","GlyphX Games, Demiurge Studios","Majesco","2005-05-31","day","2005","5","31","45","8.0","14","8.14","13","8.82","72","8.1","45","8.0","","","",""
"211","Adventure","game","Atari 2600","Action, Adventure","Atari","Atari","1979-00-00","day","1979","0","0","42","0.2","5","0.75","9","1.31","56","0.36","42","0.2","","","",""
"213","Adventure Bar Story","game","Mobile, Nintendo 3DS, Nintendo Switch, PC, PlayStation 4, PlayStation 5, PlayStation Portable","Simulation","Rideon Japan","Rideon Japan; CIRCLE Entertainment","2012-03-08","day","2012","3","8","2","22.71","1","58.0","1","70.0","4","43.03","2","22.71","","","",""
"214","Adventure Island","game","Game Boy, Game Boy Advance, MSX, Mobile, NES","Platform","Hudson Soft","Hudson Soft","1986-09-12","day","1986","9","12","63","2.63","3","3.81","7","2.76","73","2.84","63","2.63","","","",""
"215","Adventure Island II","game","Game Boy, NES","Platform","Hudson Soft","Hudson Soft","1991-02-00","day","1991","2","0","33","2.66","4","2.97","3","5.07","40","2.93","33","2.66","","","",""
"216","Adventure Island III","game","NES","Platform","Hudson Soft","Hudson Soft","1992-07-31","day","1992","7","31","20","1.5","1","1.95","","","21","1.94","20","1.5","","","",""
"217","Adventure Island: The Beginning","game","Wii","Platform","Hudson Soft","Hudson Soft","2009-04-07","day","2009","4","7","1","2.06","","","","","1","2.06","1","2.06","","","",""
"219","Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!","game","Nintendo 3DS, Nintendo DS","Adventure","WayForward Technologies","D3 Publisher","2012-11-20","day","2012","11","20","43","5.0","34","5.17","25","6.39","102","5.25","43","5.0","","","",""
"220","Adventures in the Magic Kingdom","game","NES","Action","Capcom","Capcom","1990-06-00","day","1990","6","0","25","0.94","1","1.13","7","1.58","33","1.09","25","0.94","","","",""
"222","Adventures of Dino Riki","game","NES","Scrolling, Shooter","Hudson Soft","Hudson Soft","1987-02-10","day","1987","2","10","7","0.97","2","1.04","1","1.17","10","1.06","7","0.97","","","",""
"223","Adventures of Lolo","game","NES","Action, Puzzle","HAL Laboratory","HAL America","1989-04-20","day","1989","4","20","65","3.6","7","5.18","22","5.99","94","4.2","65","3.6","1","3.76","",""
"224","Adventures of Lolo 2","game","NES, Wii","Puzzle","HAL Laboratory","HAL Laboratory","1990-01-06","day","1990","1","6","11","5.44","3","6.72","9","8.85","23","7.71","11","5.44","","","",""
"225","Adventures of Lolo 3","game","NES","Platform","HAL Laboratory","HAL Laboratory","1990-12-26","day","1990","12","26","3","12.17","","","6","19.7","9","17.03","3","12.17","","","",""
"229","Adventures of Tron","game","","Action","APh Technological Consulting","Mattel Electronics","1982-00-00","day","1982","0","0","1","0.17","","","","","1","0.17","1","0.17","","","",""
"231","Aedis Eclipse: Generation of Chaos","game","PlayStation Portable","Strategy/Tactical, Turn-Based","Idea Factory","Idea Factory, Nippon Ichi Software, Ghostlight","2006-05-25","day","2006","5","25","","","1","25.0","","","1","25.0","","","","","",""
"232","Aegis Wing","game","Xbox 360","Scrolling, Shooter","Microsoft/Carbonated Games","Microsoft Game Studios","2007-05-16","day","2007","5","16","15","2.52","3","5.12","11","8.3","29","4.0","15","2.52","1","4.0","",""
"233","Aeon Avenger","game","Mobile","Role-Playing","","Kemco","2013-00-00","day","2013","0","0","","","1","9.47","","","1","9.47","","","","","",""
"234","Aeon Command","game","PC","Strategy","Bat Country Games","Bat Country Games","2014-07-03","day","2014","7","3","4","2.67","3","4.0","6","9.94","13","6.87","4","2.67","","","",""
"235","Aeon Flux","game","PlayStation 2, Xbox","Action, Adventure","Terminal Reality","Majesco Games","2005-11-17","day","2005","11","17","3","9.14","1","15.45","","","4","10.38","3","9.14","","","",""
"236","Aero Fighters","game","Arcade, Nintendo Switch, PlayStation 2, PlayStation 4, Super Nintendo","Shooter","Video System","","1992-00-00","day","1992","0","0","49","0.8","12","1.44","10","1.64","71","1.05","49","0.8","","","",""
"237","Aero Fighters 2","game","Arcade, Mobile, Neo Geo, Neo Geo CD, Nintendo Switch, PC, PlayStation 4, Super Nintendo, Xbox One","Shooter","Video System","Video System","1994-08-26","day","1994","8","26","28","0.81","5","1.0","7","1.08","40","0.88","28","0.81","1","0.75","",""
"238","Aero Fighters 3","game","Arcade, Mobile, Neo Geo, Neo Geo CD, Nintendo Switch, PC, PlayStation 4, Xbox One","Action, Scrolling, Shooter, Top-Down","Video System","Video System","1995-10-12","day","1995","10","12","17","0.66","4","0.89","4","1.11","25","0.8","17","0.66","","","",""
"239","Aero Fighters Assault","game","Nintendo 64","Simulation","Paradigm Entertainment","Video System","1997-11-01","day","1997","11","1","1","4.0","","","1","22.0","2","13.0","1","4.0","","","",""
"241","Aero Porter","game","Nintendo 3DS","Puzzle","","Level-5","2012-05-31","day","2012","5","31","8","2.71","","","","","8","2.71","8","2.71","","","",""
"242","Aero the Acro-Bat","game","Game Boy Advance, Nintendo Switch, PlayStation 4, PlayStation 5, Sega Mega Drive/Genesis, Super Nintendo, Xbox One, Xbox Series X/S","Platform","Iguana Entertainment, Atomic Planet","Sunsoft, Metro 3D/Zoo Digital","1993-00-00","day","1993","0","0","16","3.27","2","3.97","3","4.02","21","3.45","16","3.27","","","",""
"243","Aero the Acro-Bat 2","game","Nintendo Switch, PlayStation 4, PlayStation 5, Sega Mega Drive/Genesis, Super Nintendo, Xbox One, Xbox Series X/S","Platform","Iguana Entertainment","Sunsoft","1994-04-00","day","1994","4","0","6","4.0","1","4.46","2","6.79","9","4.73","6","4.0","","","",""
"245","Aerobiz Supersonic","game","Sega Mega Drive/Genesis, Super Nintendo","Simulation","Koei","Koei","1994-08-00","day","1994","8","0","3","5.06","1","21.35","1","157.0","5","24.85","3","5.06","","","",""
"247","Aether","game","Browser, PC","Adventure","Edmund McMillen, Tyler Glaiel","Edmund McMillen","2008-09-03","day","2008","9","3","8","0.59","2","0.82","7","1.17","17","0.85","8","0.59","","","",""
"248","Afraid of Monsters","game","PC","Survival Horror","","","0000-00-00","day","0","0","0","4","2.28","4","3.22","3","3.41","11","2.74","4","2.28","","","",""
"249","Afrika","game","PlayStation 3","Simulation","Rhino Studios","Natsume","2008-08-28","day","2008","8","28","8","18.92","1","23.62","10","29.13","19","24.28","8","18.92","","","",""
"250","Afro Samurai","game","PlayStation 3, Xbox 360","Action","Namco Bandai Games","Surge","2009-01-27","day","2009","1","27","31","7.07","7","7.64","4","11.04","42","7.52","31","7.07","","","",""
"252","After Burner","game","Arcade, NES, Sega 32X, Sega Master System, ZX Spectrum","Flight, Simulation","Sega AM-2","Sega","1987-11-00","day","1987","11","0","11","0.69","2","1.45","6","2.33","19","1.12","11","0.69","","","",""
"253","After Burner Climax","game","Arcade, Mobile, PlayStation 3, Xbox 360","Arcade/Shoot 'Em Up","Sega-AM2","Sega","2010-04-21","day","2010","4","21","16","0.28","5","2.12","15","5.97","36","2.68","16","0.28","","","",""
"254","After Burner II","game","Amiga, Arcade, Atari ST, FM Towns, NES, Nintendo 3DS, PC, Sega Mega Drive/Genesis, Sega Saturn, TurboGrafx-16","Scrolling, Shooter","Sega-AM2","Sega","1987-00-00","day","1987","0","0","20","0.55","3","2.66","7","2.23","30","0.93","20","0.55","","","",""
"255","After Burner III","game","Arcade, FM Towns, Sega CD","Scrolling, Shooter","Sega","Sega, CSK Research","1991-00-00","day","1991","0","0","7","0.34","2","0.38","2","2.5","11","0.57","7","0.34","","","",""
"256","Afterfall: InSanity","game","PC","Horror, Shooter, Survival, Third-Person","Intoxicate Studios","Nicolas Entertainment Group","2011-11-25","day","2011","11","25","85","6.71","51","8.48","17","16.29","153","7.93","85","6.71","","","",""
"257","Again: Interactive Crime Novel","game","Nintendo DS","Adventure","Cing","Tecmo","2009-12-10","day","2009","12","10","10","10.55","1","10.83","7","11.1","18","10.8","10","10.55","","","",""
"260","Agatha Christie: And Then There Were None","game","PC, Wii","Adventure","AWE Productions","The Adventure Company","2005-10-27","day","2005","10","27","7","7.07","4","8.07","3","9.37","14","7.69","7","7.07","","","",""
"261","Agatha Christie: Evil Under the Sun","game","PC, Wii","Adventure","AWE Productions","The Adventure Company","2007-10-16","day","2007","10","16","2","9.38","","","2","10.63","4","9.69","2","9.38","","","",""
"262","Agatha Christie: Murder on the Orient Express","game","PC","Adventure","AWE Productions","The Adventure Company","2006-11-14","day","2006","11","14","4","7.53","1","10.14","2","10.25","7","8.73","4","7.53","","","",""
"263","Agatha Christie: The ABC Murders","game","Mobile, Nintendo DS","Adventure","AWE Games, Black Lantern Studios","DreamCatcher Interactive","2009-11-12","day","2009","11","12","7","4.25","1","4.58","","","8","4.28","7","4.25","","","",""
"264","Age of Booty","game","PC, PlayStation 3, Xbox 360","Real-Time, Strategy/Tactical","Certain Affinity","Capcom","2008-10-15","day","2008","10","15","","","1","8.0","5","12.45","6","11.45","","","","","",""
"265","Age of Conan: Unchained","multi","PC","Massively Multiplayer, Role-Playing","Funcom","Funcom","2008-05-20","day","2008","5","20","6","118.67","1","234.0","","","7","136.43","6","118.67","2","100.0","1","10.0"
"266","Age of Empires","game","PC","Real-Time, Strategy/Tactical","Ensemble Studios","Microsoft Game Studios","1997-10-15","day","1997","10","15","30","21.36","20","33.57","14","49.44","64","29.66","30","21.36","","","2","40.0"
"268","Age of Empires II: The Age of Kings","game","PC, PlayStation 2","Real-Time, Strategy/Tactical","Ensemble Studios","Microsoft, Konami","1999-09-27","day","1999","9","27","51","40.96","29","58.37","18","74.32","98","51.99","51","40.96","3","36.67","5","39.0"
"269","Age of Empires II: The Conquerors","dlc/expansion","PC","Real-Time, Strategy/Tactical","Ensemble Studios","Microsoft Game Studios, Konami","2000-08-24","day","2000","8","24","19","37.69","8","59.06","6","89.47","33","53.26","19","37.69","","","2","40.0"
"270","Age of Empires III","game","PC","Real-Time, Strategy/Tactical","Ensemble Studios, Macsoft, Robot Entertainment","Microsoft Game Studios, Macsoft & Destineer","2005-10-18","day","2005","10","18","42","15.06","21","19.23","12","31.86","75","17.79","42","15.06","","","3","40.57"
"271","Age of Empires III: The Asian Dynasties","game","PC","Real-Time, Strategy/Tactical","Ensemble Studios, Big Huge Games, Macsoft, Robot Entertainment","Microsoft Game Studios, Macsoft","2007-10-23","day","2007","10","23","13","9.73","2","16.0","4","26.38","19","12.11","13","9.73","","","",""
"272","Age of Empires III: The WarChiefs","game","PC","Real-Time, Strategy/Tactical","Ensemble Studios, Macsoft, Robot Entertainment","Microsoft Game Studios, Macsoft","2006-10-17","day","2006","10","17","13","8.04","3","10.71","3","27.67","19","9.79","13","8.04","","","",""
"273","Age of Empires: Mythologies","game","Nintendo DS","Strategy/Tactical, Turn-Based","Griptonite Games","THQ","2008-11-24","day","2008","11","24","3","20.33","3","20.6","2","25.69","8","22.43","3","20.33","1","15.0","",""
"274","Age of Empires: The Age of Kings","game","Nintendo DS","Strategy/Tactical, Turn-Based","Backbone Entertainment","Majesco","2006-02-14","day","2006","2","14","2","15.5","3","25.67","1","40.0","6","24.5","2","15.5","","","",""
"275","Age of Empires: The Rise of Rome","game","PC","Real-Time, Strategy/Tactical","Ensemble Studios","Microsoft Game Studios","1998-10-31","day","1998","10","31","7","22.91","1","29.98","5","34.54","13","26.61","7","22.91","","","1","30.0"
"276","Age of Fear: The Undead King","game","PC","Strategy","","","2011-04-10","day","2011","4","10","6","12.12","","","1","15.0","7","12.92","6","12.12","","","",""
"277","Age of Mythology","game","PC","Real-Time, Strategy/Tactical","Ensemble Studios","Microsoft Game Studios, MacSoft","2002-10-31","day","2002","10","31","47","16.14","31","25.55","19","27.37","97","21.6","47","16.14","1","50.0","2","25.0"
"278","Age of Mythology: The Titans","game","PC","Strategy, Turn-Based","Ensemble Studios","Microsoft Game Studios","2003-09-30","day","2003","9","30","22","9.5","9","15.33","9","18.62","40","11.59","22","9.5","","","1","30.0"
"281","Age of Wonders","game","PC","","Triumph Studios, Epic MegaGames","Gathering of Developers","1999-10-31","day","1999","10","31","10","23.86","7","37.28","1","56.98","18","30.68","10","23.86","","","",""
"282","Age of Wonders II: The Wizard's Throne","game","PC","Turn-Based","Triumph Studios","Take 2","2002-06-12","day","2002","6","12","5","52.18","5","95.46","2","145.53","12","64.94","5","52.18","","","",""
"283","Age of Wonders: Shadow Magic","game","PC","Strategy/Tactical, Turn-Based","Triumph Studios","Gathering of Developers","2003-00-00","day","2003","0","0","5","33.12","3","63.93","3","81.67","11","46.82","5","33.12","","","",""
